Word,Most_Similar_Word
верхний,[]
предел,[]
воздействие,[]
вредный,"[('привычка', 0.7295545935630798)]"
человеческий,[]
организм,[]
пребывание,[]
сутки,[]
тундра,[]
температура,[]
°,[]
море,[]
спасательный,[]
аппарат,[]
пустыня,[]
суточный,[]
перепад,[]
запас,"[('словарный', 0.718636691570282)]"
литр,[]
воздух,[]
подобный,[]
ситуация,[]
возникнуть,[]
завершение,[]
гость,[]
зарубежный,[]
космонавт,[]
настоящий,[]
механизм,[]
функционирование,[]
корабль,[]
серия,[]
буран,[]
прослушать,[]
взгляд,[]
знать,[]
именно,[]
свершение,[]
делаться,[]
влюбить,[]
профессия,[]
россия,[]
портал,[]
министр,[]
совет,[]
региональный,[]
ветеранский,[]
волонтёрский,[]
объединение,[]
пригласить,[]
медиацентр,[]
журнал,[]
журналист,[]
министерство,[]
увековечить,[]
саратовец,[]
объединить,[]
содержание,[]
методика,"[('преподавание', 0.711504340171814)]"
преподавание,"[('методика', 0.711504340171814)]"
творчество,[]
март,"[('февраль', 0.7388343811035156), ('апрель', 0.7105503082275391)]"
выдающийся,[]
лингвист,[]
основатель,[]
островной,[]
диалектология,[]
выдержка,[]
сей,"[('пора', 0.7261115312576294)]"
пора,"[('сей', 0.7261114716529846)]"
исчерпывающий,[]
описание,[]
диалект,[]
этнография,[]
фольклор,[]
заимствование,[]
прежний,[]
образцов,[]
наиболее,[]
глубокий,[]
лингвистика,[]
основательный,[]
оригинальный,[]
классификация,[]
поволжский,[]
определить,[]
происхождение,[]
охарактеризовать,[]
смешение,[]
выравнивание,[]
существование,[]
колония,[]
открыться,[]
сидеть,[]
справа,[]
обсуждение,[]
благоустройство,[]
дискуссия,[]
эксплуатация,[]
имущественный,[]
остановиться,[]
студотряд,[]
частность,[]
багаж,[]
повысить,[]
компетенция,[]
общежитие,[]
осуществляться,[]
комфортный,[]
стоить,[]
использовать,[]
ресурс,[]
проживание,[]
качественный,[]
пояснить,[]
правило,[]
получение,[]
материальный,[]
порядок,[]
подача,[]
заявление,[]
инклюзивный,[]
сопровождение,[]
трудоустройство,[]
заявить,[]
поступить,[]
предложение,[]
отдых,[]
близ,"[('хутор', 0.7776504755020142)]"
горничная,"[('официант', 0.8206750154495239), ('<unk>', 0.7257276773452759), ('автодром', 0.7218250632286072), ('кручение', 0.7008068561553955)]"
разряд,[]
реализоваться,[]
субсидия,[]
прошедшее,[]
отбор,[]
предоставление,[]
грант,[]
бесплатный,[]
рабочий,[]
туризм,[]
специальность,[]
официант,"[('горничная', 0.8206750750541687)]"
вожатый,[]
методология,[]
знакомиться,[]
обучать,[]
неделя,[]
пара,[]
востребовать,[]
регион,"[('страна', 0.7048227787017822)]"
выбрать,[]
свидетельство,[]
присвоение,[]
квалификация,[]
завершаться,[]
единый,[]
оцифрованный,[]
библиотечный,[]
фонд,[]
методический,[]
расположить,[]
насчитываться,[]
наименование,[]
полтора,[]
параллельно,[]
разместить,[]
видный,[]
зарегистрировать,[]
пользователь,[]
разграничить,[]
доступ,[]
массив,[]
компьютеризация,[]
позволить,[]
библиографический,[]
видимый,[]
исключить,[]
дублирование,[]
оцифровка,[]
вестись,[]
основное,[]
периодический,[]
рукопись,[]
справочный,[]
торговый,[]
промышленный,[]
компьютер,[]
ограниченный,[]
домашний,[]
авторизация,[]
оказать,[]
этаж,[]
медиазал,[]
отраслевой,[]
бахметьевский,"[('люсиновский', 0.8902720808982849)]"
далее,"[('люсиновский', 0.7181873321533203)]"
квест,[]
немой,[]
интеллектуальный,[]
станция,[]
задание,[]
угадывать,[]
фильм,[]
викторин,[]
перевязка,[]
стрелять,[]
шарик,[]
автомат,"[('калашников', 0.7180013656616211)]"
подручный,[]
сложность,[]
далеко,[]
проверить,[]
выносливость,[]
быстрота,[]
реакция,[]
получать,[]
кусочек,[]
составить,[]
прочесть,[]
скрываться,[]
подсказка,[]
храниться,[]
добраться,[]
это,[]
справиться,[]
активист,[]
признаться,[]
даться,[]
непросто,[]
бегать,[]
думать,[]
соревноваться,[]
достойный,[]
соперник,[]
мужской,[]
старший,[]
сплотиться,[]
повлиять,[]
бежать,[]
отставать,[]
межвузовский,[]
олимпиада,[]
способность,[]
самостоятельный,[]
умение,[]
применять,"[('шовный', 0.7205712199211121)]"
накопить,[]
математика,[]
конкретный,[]
прикладной,[]
привлечение,[]
специалитет,"[('бакалавриат', 0.7195488214492798)]"
магистратура,"[('бакалавриат', 0.8036085963249207)]"
бакалавриат,"[('магистратура', 0.8036086559295654), ('специалитет', 0.7195489406585693)]"
