Word,Most_Similar_Word
мониторинговый,[]
важно,[]
прогноз,[]
изменение,[]
близкий,[]
десятилетие,[]
удивительный,[]
уникальный,[]
иметь,[]
федеральный,[]
статус,[]
охранный,[]
зона,[]
фотография,"[('снимок', 0.8198176622390747)]"
основный,"[('основной', 0.8208691477775574)]"
ландшафт,"[('степной', 0.8841408491134644), ('лесостепной', 0.8372654914855957), ('фауна', 0.8109200596809387)]"
попытаться,[]
донести,[]
предоставить,[]
вид,[]
самый,[]
больший,[]
планета,[]
видовой,"[('фаунистический', 0.8272730112075806), ('насекомое', 0.8145666122436523), ('чешуекрылый', 0.8113498091697693), ('фауна', 0.802933394908905)]"
разнообразие,[]
численность,[]
редкий,[]
многоножка,"[('травянистый', 0.9101826548576355), ('стрекоза', 0.9092926979064941), ('огнёвка', 0.8992354273796082), ('павлиноглазка', 0.8947353363037109), ('кустарниковый', 0.8885104060173035), ('околоводный', 0.8861258625984192), ('плезиозавр', 0.8857020139694214), ('лось', 0.8824361562728882), ('карбонатный', 0.881211519241333), ('ящерица', 0.8805139660835266)]"
паук,"[('причудливый', 0.848142147064209), ('лебедь', 0.8436013460159302), ('летать', 0.8333068490028381), ('прыгать', 0.8294687867164612), ('отвесный', 0.8293012380599976), ('мясо', 0.8277496695518494), ('лягушка', 0.8272969126701355), ('фламинго', 0.8272891640663147), ('серый', 0.8257938027381897), ('улитка', 0.8256499171257019)]"
насекомое,"[('чешуекрылый', 0.9051693081855774), ('фауна', 0.8960950374603271), ('флора', 0.8924113512039185), ('беспозвоночный', 0.8833181858062744), ('степной', 0.8631220459938049), ('остаток', 0.8570188283920288), ('членистоногий', 0.8551796674728394), ('растение', 0.8406274318695068), ('млекопитающее', 0.8387717604637146), ('жесткокрылый', 0.8336016535758972)]"
обитать,"[('произрастать', 0.856916069984436), ('реликтовый', 0.8557144999504089), ('рептилия', 0.8533707857131958), ('лишайник', 0.8528319597244263), ('млекопитающее', 0.8527552485466003), ('кустарниковый', 0.8502616286277771), ('гриб', 0.8440961241722107), ('древесный', 0.8419711589813232), ('обыкновенный', 0.8408738970756531), ('степь', 0.8406888842582703)]"
порой,[]
чувствительный,"[('молекула', 0.8676923513412476), ('проницаемость', 0.8672978281974792), ('поверхность', 0.866131603717804), ('кровеносный', 0.86585533618927), ('спирт', 0.8653323650360107), ('реактивный', 0.8603380918502808), ('костный', 0.860190212726593), ('каркас', 0.8597620129585266), ('меланома', 0.8595629334449768), ('мембрана', 0.8593617081642151)]"
укус,"[('инъекция', 0.8540520071983337), ('заболотить', 0.8136811256408691), ('опьянение', 0.8102741241455078), ('зимовка', 0.8089882135391235), ('кровотечение', 0.8055557608604431), ('подозрение', 0.8012713193893433), ('категорически', 0.8010699152946472), ('инвазивный', 0.8008487224578857)]"
восхищать,"[('кабаре', 0.8501920104026794), ('перебор', 0.8414377570152283), ('воспевать', 0.8393845558166504), ('проницательность', 0.8387689590454102), ('балерина', 0.8379623889923096), ('рукав', 0.8369455337524414), ('проектироваться', 0.8344610333442688), ('быстроразвивающийся', 0.8325749039649963), ('повиснуть', 0.8292731046676636), ('уничтожать', 0.8282231092453003)]"
красота,[]
биология,[]
привести,[]
сведение,[]
приуроченность,"[('натрий', 0.8797809481620789), ('околоводный', 0.876522421836853), ('умеренный', 0.8706867694854736), ('крепь', 0.8691678047180176), ('эндемичный', 0.8688938617706299), ('плезиозавр', 0.8685235381126404), ('биотический', 0.8656222224235535), ('мелиоративный', 0.8646827340126038), ('морж', 0.8635737895965576), ('розетка', 0.8632820248603821)]"
срок,[]
активность,[]
встречаемость,"[('стрекоза', 0.8211356997489929), ('огнёвка', 0.8205456733703613), ('скат', 0.8200413584709167), ('аборигенный', 0.8178858160972595), ('дождевой', 0.8153162002563477), ('древесина', 0.8147398829460144), ('приуроченность', 0.8142714500427246), ('жуков', 0.8136957883834839), ('эндемичный', 0.8121317028999329), ('известняковый', 0.8117419481277466)]"
охранять,[]
включать,[]
цветной,"[('чёрно', 0.8819376230239868), ('коллаж', 0.8601747155189514), ('изображение', 0.8443675637245178), ('карандаш', 0.8300103545188904), ('акварель', 0.8281521201133728), ('белые', 0.8239709734916687), ('ручка', 0.8186862468719482), ('фломастер', 0.8123378753662109)]"
авторский,[]
природный,[]
биотоп,"[('местообитание', 0.8673822283744812), ('древесный', 0.8531835675239563), ('лесостепной', 0.8493132591247559), ('растительность', 0.8489041924476624), ('лишайник', 0.8464137315750122), ('рептилия', 0.838098406791687), ('степной', 0.8371274471282959), ('ареал', 0.8330459594726562), ('химера', 0.8259832859039307), ('жесткокрылый', 0.8241495490074158)]"
страница,[]
многочисленный,[]
небольшой,[]
отряд,[]
беспозвоночный,"[('членистоногий', 0.909142792224884), ('насекомое', 0.8833181858062744), ('чешуекрылый', 0.8546297550201416), ('остаток', 0.8507254719734192), ('систематик', 0.8506273627281189), ('растение', 0.8355770707130432), ('флора', 0.8349462747573853), ('растительность', 0.8277097344398499), ('фауна', 0.8209560513496399), ('жесткокрылый', 0.818178117275238)]"
перечень,[]
далёкий,[]
полный,[]
так,[]
изучить,[]
мониторинг,[]
протяжение,[]
период,[]
век,[]
показать,[]
оказаться,[]
переломный,[]
момент,[]
процесс,[]
улучшение,[]
восстановление,[]
комплекс,[]
опубликовать,[]
свыше,"[('тысяча', 0.8025475740432739)]"
установить,[]
выявить,[]
область,[]
отдельный,[]
рекомендовать,[]
внести,[]
третий,[]
значимость,[]
данный,[]
входить,[]
тройка,"[('замыкать', 0.8700302243232727)]"
объёмный,[]
таксономический,"[('жесткокрылый', 0.8071199059486389)]"
значимый,[]
категория,[]
охватывать,[]
кадастр,[]
сообщество,[]
естественный,[]
экосистема,"[('антропогенный', 0.8600006699562073), ('почва', 0.8052197098731995)]"
благодарственный,[]
письмо,[]
документ,[]
философский,[]
разработка,[]
макет,[]
календарь,[]
ведомство,[]
технический,[]
комитет,[]
календарный,[]
продукция,[]
управление,[]
уровень,[]
патриотизм,[]
проявить,[]
инициатива,[]
усердие,[]
профессионализм,[]
электронный,[]
бумажный,[]
проводиться,"[('проходить', 0.8542108535766602), ('проводить', 0.8307873010635376)]"
популяризация,[]
материально,[]
обеспечение,[]
видеоролик,"[('ролик', 0.8609092235565186), ('видеосюжет', 0.822079062461853)]"
присоединиться,[]
незабываемый,[]
дата,[]
задуматься,"[('заставлять', 0.8033272624015808)]"
мало,[]
непосредственный,[]
этот,[]
лично,[]
должный,[]
поклониться,[]
нога,[]
поблагодарить,[]
боец,[]
видеопоздравление,[]
ребята,[]
переживание,[]
памятный,[]
приложимый,[]
сохранить,[]
долгий,[]
идти,[]
комиссар,"[('командир', 0.8542433977127075)]"
творческий,[]
подать,[]
заявка,[]
